Mean pos	Mean neg	Runners World forum text
3	2	BW, there's no rest for the wicked then, you're straight into the next challenge, there's no stopping you, just how much punishment can you fit into one month? No seriously, good look and yes, you do need your head testing. GC, enjoy the rest, you've never earned it more than now, so take it while you can before you have to put in the hard work again. That will come all too soon! Euph, thanks for the York 5K entry form, I'll send it off today, I entered it last year but didn't run due to foot injury. Also sending entry off for Wheldrake 10K and hope to get a place with you and Beders on that. I think NickM is doing that too. I'll text you if able to come across on Sunday, the weather sounds perfect for marathoners, I shall bring my brolly! Good luck tonight in your club race, you'll still be flying along, even when you're taking it easy. Clairster, keep those feet and legs rested in time for Saturday, you'll be fine, you know the drill. Make sure you text me & let me know how you get on. Hey Ceal, that's just blxxdy fantastic, you go girl!! There's a guy from our club who also runs the masters, usually the 800m & 1500m, he's a MV35, so only just turned vet. Last year he got a bronze at the World Masters Indoor Champs in Poland. Hope you'll be coming away with a medal too, I'm excited for you!!! Looking at that GB flag next to your name must be a great feeling :0). Last night we did a hilly, muddy off road 5 mile run, which was great. It certainly made me puff and blow to start with, but the scenery was good and it was a nice change, so a bit better than doing a lung-buster on the roads. Today is a rest day, as the league race is tomorrow night, a 5 mile undulating course. I actually feel a bit better, so it's probably just what I need. I've also invested in a pair of "Paula Socks" (knee high flight socks) to help my tibial muscle, which is still very sore. Not that they look very trendy, but if they do the job, then I'm not bothered. Some of the men commented on them last night, but they didn't fancy wearing the spare pair for some reason. Physio thinks I will need a small orthotic to help the muscle repair itself, without stopping me running, so going back for fitting next week.
3	2	Keep us up to date with all your glute antics, Wabo!!! Don't forget the race reports - really like those. UmB - yes - I've never liked 10Ks because they're too fast. But am looking forward to seeing what I can do on Sunday. Pity about the hills. Worked out the fast 3M of my run today was between 7.5 and 8mm. Not very fast really but I really felt it. Telling myself it's because i'd only had 500ml of lucozade sport half an hour beforehand...
2	2	The PUGOMETER was introduced as a term for gauging performance in a race. I personally do not use a pre-callibrated PUGOMETER . eg. I ran 3:16 at FLM, but the PUGOMETER rated my performance as 2:58, because the weather was quite warm. The PUGOMETER has nothing to do with ranking all runners on this thread as shite. ps. seen someone's starting up another 2:45 thread!!
3	1	Daz - that's brilliant I'm sure as a family you will do very well and it's something for you guys to share! VB, Pinks don't be too jealous I still have to go back! Daz you really must run FLM again next year! Andrew I ran it for Dreams Come True this year and will enter the ballot again this year but don't intend to run for charity unless someone else wants to organise it for me. There's only so many times you can ask family and friends for money and remain popular.
2	1	My prediction for JEJ is 15.58 followed by 10.55 for the 3k s/c. I'll also be doing a 5k on the Saturday (and probably a 3k s/c about 90mins after). I haven't got much training in this week and my week so far looks like this:. M: Rest. T: 60mins steady. W: ~600m/5km aquathlon race (29.00). T: 60mins swim (intervals). F: 30mins turbo (bike) intervals; 45mins easy (planned). S: RACE/S. My three 5,000m races this season have all been followed by a 3,000m s/c and have been 16.24, 16.55 (no 'B' competition) and 16.22. If I have to do the 3,000 s/c I'll wear flats for the 5,000 and probably race at 95%. If no s/c then I'll wear spikes and give it everything. Predicitons?
2	2	Morning all - FOTD! 21 miles went ok - 3-08 on a hilly course. Reckon that there were about 500 ft of climbs in total so not bad. . Key for me now is to keep it up and (with all respect to the Bangles) run like a very fast Egyptian!! Panicking - 7 weeks from now I'll be lining up at margate. By my reckoning (this post will go in at 8-51) I'd better have completed it 7 weeks 4 hours and 39 minutes from when this post goes in OR ELSE!!
2	3	just checking in.... 40 miles last week, with a 3 mile tempo run of 19 minutes into a gale - felt HARD! Nothing this week so far - was working abroad yesterday, and with impeccable timing got ill monday night - no sleep and multiple bathroom visits! Crawled home from Hrow yesterday to find rest of family laid up with same! Rowan: That does really sound like a lot of money - FWIW I also vote for a second opinion. RFJ - thats an excellent idea - I find it so much easier with the discipline of a plan to work around. My application for the ballot also went off at the weekend............. cheers, nick
3	1	nice one guys, two new PB's !! both with uphill bits ! I'm still looking for the sub 1.40 myself LS, as you say it's getting closer !!! And isn't it nice to get that elusive sub 45 BATW, not sure if I'll ever get faster but as least it's done !! No running today , day off after 7 days on the trot so looking forward to a fell run tomorrow me thinks, maybe even in the sun !! a bit quiet again in the holiday season. see ya lata. cheers. beders
1	3	I must be one of those strange people who now weighs a bit less than they did for FLM (about 5lbs). Here's what I look like with a BMI of a whopping 24.2 and a bleeding nipple: . I might've featured in some of WW 's pics had he not left me for dust to finish his 40 mins 'last 10k dash'!
3	2	TT . NF is still on - we go there lots as a family, so I'd like to run there. But I'll take it as a run and enjoy it. I'm no longer in a rush to get race fit as fast as possible. There will be no more 3 or 4 peaks run in preparation for it though, and if the hills are a struggle then WTF I don't really care. I've another couple of other race entries that I've previously paid for too, but again I'll just treat then as extra runs and enjoy them. My knee and my aerobic base fitness will hopefully benefit in the long run.
2	1	Yes, there do seem to be alot of b days around this time!
2	1	I once had a customer tell me all about the marathon his mum did - turned out it was a race for life.
3	3	Good news re. Mini Wabbs. . My cheque still not cashed so not in for me. Well done Didds and Corredor although I may still have club place option (as in this year). . Quads achy after circuits and yesterday's run. But in a weird way quite like it. Off for torture 5 miles tonight with club. (Where I am always at back!) 
2	3	WTGY - I wouldn't run speedwork by HR although it can be useful to look at the stats afterwards, e.g. to see how well HR is falling off over different recovery times, etc. Recovery runs and long runs I aim to stay &lt;75% max. With other stuff it depends what the purpose of the run is, e.g. a complete run at 'marathon pace' (something approx to your Wednesday run?) might be around 85% max, or a tempo run @ around 90% with warm-up and cool down. FWIW, % max I've seen for races have typically been: mara 86%, HM 88%, 10k 93%, although that all went out of the window with my last HM where I averaged HR (182) same as my last 10k (?!) I think I've found HR useful to keep an eye on for trying to keep a steady pace, but without relying on keeping to some pre-planned level. I like to think I pay less attention to it as I get better pacing by perceived effort. Gobi at Bushy . 16.45 - TT (whatever I predict you always tonk it anyway, so I may as well make it a little stiffer for you this time ). 16.48 - Padams (as long as it's 16.02 or slower). 16.50 - PhilPub. 16.57 - MTR. 17.01 - Gobi (sods law it will be windy and wet!!!). Sorry to be anal MtR but for consistency I've removed your colon. Fnick, fnick!
