mean pos	mean neg	YouTube Text
2	1	on thing to say to cobra commander cooooooobra.
3	1	good job!
4	1	I luv this film
2	4	PITIFUL that the federal govt doesn't give a damn about the very folks that voted them into office. It's absurd to enforce a regulation/law that REQUIRES a pharmacy, OR ANY BUSINESS, TO OPERATE BELOW COST! This is just plain WRONG! As we say in the South- That dog won't hunt". 
1	1	wrd6807 76mf3i2 fr2j070 483v42 772
3	1	aww shes so cute ny little brother does this too
3	1	wow, sickest commentary ever, he's playing assasins creed on gow2! loool
2	2	lol a mage queen huh XP
1	1	TE AMOO!!! WERA !!! ESTEFANI ERES MI TODO UN DIA TE VOY A TENER A MI LADO SI TU ME DEGARAS <33333333
1	3	which is what i origionaly said obama is waisting all of the tax payers money spending waaay too much and not spending they way he should.
3	1	this is the best PCTS live show ever
3	3	That really cool but get a life
1	1	estuvo vacano eso!!
2	2	Looks like fun and the air strip is by my house. I go by it on the way to the town dump. One day I'll get my ultralight.
1	3	snoops fucking baked
1	1	@DaymyanT "actoring"?
2	2	Thanks for posting. Its so old!
2	2	im startin to wonder an worry dude
3	1	Cool. Good job! And dope tracc! Straight up G shit!Thanks 4 tha upload!
4	1	Wow your lyrics are awesome :D Love the key of awesome. Always entertaining
4	1	lve daa song ;)
5	1	you'll always mean so much to me.........thank's for being such awonderful friend......I'll just keep right on proving that good friends were meant to last....
1	2	Why is Jack seemingly nude when he's scared? xD
3	1	i completely just fell for you.....you i will see in namibia.
4	1	florence is my favorite city in the entire world...and, believe me, i've been around. i LOVE LOVE LOVE that you were so slow and deliberate in your filming of my favorite city. i wll visit your post ofte...and wish i were back in the land and city that i love! gracie!
1	4	You freak!
2	2	who loves google? :/
3	1	looks damn good! can't wait to see it!
3	2	Yippy! I was just telling my brother that i was having Nutnfancy withdrawals because its been about a week since your last vid.
2	2	I mean to say with the media would give ron paul at least a 1/10th of the time that Obama gets
2	2	@King100Joe he makes it out less than it is. he doesn't see it as much of a problem.
2	1	good
4	2	You GO girl !!! If everybody were a diva then asshat CEOs might get their act together !!!
3	2	better than shiny toy guns. 
4	1	Awesome
3	1	@whatif1999 I like the bit where she jumpes to the floor and it dosn't blow up and then it blows up and she gets back up and when it blows the second time then she jumps well at 3:21/4:10
1	3	In the past four years, Bayh collected more than $1.7 million in pre-tax income when she exercised stock options from two of the corporations. Her actual income from exercising stock options is higher, but the details of one transaction were not publicly reported.
4	1	Alison Moyet's looking bloody terrific! Wowser x
1	2	cavs have a terrible bench, pietrus outscored the whole bench and hes a bench warmer as well so cavs are a team that breaks in the playoffs so next season you will see lebron on the knicks
3	2	@vannoah i voted 4 him last time...i hope more peolple would wise up...
1	1	cuando va a ser el dia q piensen mas como deportistas y no como ingnorantes perdedores de la vida, q solo saben insultar a los demas equipos. Q lastima me da ver esto, y pensar q yo tambien soy uruguayo... me da asco la mentalidad de todos los fanaticos, q lo unico q hacen es agredir, y no respetan a los otros equipos... es muy facil odiar. Me imagino q es la mentalidad uruguaya, nos gusta lo facil. Q desgracia!! APOYEN EL DEPORTE MUCHACHOS, no la VIOLENCIA!
2	2	Yeah, actually I kind of felt that way myself. I'm probably going to go in and add a few more SMW areas to better even out the Sonic:Mario ratio.
2	2	Killer!
2	1	What a beautiful look that I can wear anywhere. I don't recall seeing you use pigments. Do you like them or use them? If so, I would like to see a step by step tutorial.
2	2	I would suggest that to stop it bowling outwards 1st slow your wheel down and 2nd make sure you collar the top in before lifting like I do which helps to counteract the centrifugal force wanting to throw it out widely.
3	1	tapthattoast (jeezechesse)is like a super star so is jeezejess and jeezecheese
4	1	I used to watch this when I was younger! Good times... lol This was one of my favorite episodes!
2	2	the guy video taping is probably laughing his ass off.
3	1	Conan's such a class act.
3	1	Damn nice
3	1	Haha, wow.
4	1	This is awesome
3	2	Beautiful dog. Don't worry about the not like water once they find its fun there's no keeping them out believe me. Our darling can't help himself if it wet he has to jump in. Doesn't matter if it's a river, puddle or even the bath (when your in it!)
1	5	ssatish112233: another 23 yr old moron on YouTube that don't know shit EXCEPT he's a white boy trying to be black, lol, got all the Dre and Snoop joints in his lowrider, ,lol. You're a fawkin disgrace to this Country. Get a clue, read something like American history... Fawk off moron.
4	2	i love being busy too! as a college student, i get my water in SOOOO fast if i I bring it with me to classes. when I sit at home, I drink diet coke. Haha. If I bring my water, i drink it as I am bored in class. :) love it.anyways, you go girl. stay busy, its good for our minds! just start eating some more calories and keep doin everything else. you look great and will do great at your new job! congrats!ps- love those earrings!
1	4	@azamatbagatov your a faggot.case closed.
4	1	That is a very interesting vid really 
4	1	Love it
4	1	You're good at this!
4	1	Thank you for posting this, the quality is awesome!
3	1	cool
3	1	who's the hot guy with the goatee ?
2	2	matrix is an importer they make nothing
2	2	listen i was wondering if maybe i could see a photograph of an impression in butter of your vulva
2	2	hahaha... ganaz r bro...
4	1	Awesome. Keep it up bro.
5	1	Man this song is truley amazing =)
2	2	Comment Please :]
3	3	Wish he was my professor. But what kind of DUM students is he teaching???
3	2	@herofromthedark Yes, but a CATCHY oxymoron. ;D
4	1	Wow, I'm very impressed. I actually felt my chakras and as I let the music take over I started to 'see' patterns like the patterns on the vid! Great work! I think I'll wait until you create that dvd for the best quality. I heard that compress music degrades the quality thus degrading the effects of the music. My friend told me they did a study on plants where they played analog, cd, and mp3 quality music and mp3 plants grew the least. Anyone hear about this study? Thanks again!
1	1	prl oparty byl tylko i wylacznie na klamstwie, w koncu klamstwo zawladnelo tak bardzo, ze stalo sie tak powszecne jak papier toaletowy, przeciez dalej ma ogromne poparcie, nikt wlasciwie nie potepil nawet szwadronow smierci, ale organizacje z nich sie wywodzace bardzu wielu glosuje i nikt nie protestuje, ze olacimy na nich podatki, a za te pieniazki dzieci w sierocincach zylyby jak gwiazdy filmowe
3	3	JUST SAY HELL NO! It's time for a rebellion.
2	1	Hi erik!!!!!
1	1	@zollotech do you buy them from a store or do you have a contract with verizon?
2	1	then you'll be happy the rest of your life.
3	1	Wow Hadley, this is really interesting.
4	2	holly shit I like that!!
3	2	I've just started running, and only been out three times. Walking, running then walking. Its going to be a long haul as it hurts. I've never seen a happy jogger !!! These videos really help. Thanks so much
3	1	She looks real!thanks.sahit.
2	2	Hey man, there's no way i'm going to put up with being called a ninja.If anything, i'm a pirate. A viking pirate.
2	2	Hallelujah - . Means praise Jehovah. Psalm 83:18That people may know that you, whose name is Jehovah,You alone are the Most High over all the earth.
1	1	Jajaja el Doc de volver al futuro!
1	1	@misschristina11 I used 1 pint milk, that should be around 2 cups.
2	2	better then the ps1 version
2	2	don't you worry no more - Most of us posting here are from the baby boomers, moslty over 50, wonder why there is so much garbage songs out there, the generations to come will never hear these songs...
4	1	ok, i got to watch this again today, and I have to say I love it even more! The music and scene selection was perfect and tied together very nicely, and I like the little effects in this that made a big difference! This is one of my favorite videos for A tale of two sis. <3
2	2	this is a killer !
3	2	Why is Vanessa so rude to him? He seems like a REALLY cool guy! Vanessa is also very knowledgeable and a pretty cool chic.
1	4	sooo boring
3	2	Great catch on the comment, dead org is dead, that's a beautiful sight.(love the squirrel!)
3	2	I actually watched Order of the Phoenix for the first time on friday. And it is far superior to both the third and fourth installments. I am glad they chose Yates to direct the remaining films. They certainly live up to the standard set by the first two. One thing about the music in Order of the phoenix: it was well-written, but in some places, the arrangement was way off, and lost its effect. While it was still good, it is clear that none can compare to Williams.
3	1	if looks could kill is such a good song to blasst in my car
3	2	gorey beat JC by miles 
1	3	Alan is a douche bag! Does he actually think he's charming and witty enough to win over Nat?
2	2	For a 10 piece it's about a thousand.
2	2	she done me like a kipper lol,ye ive seen this version b4 cant remember from wen tho hmm
