content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP	SNpos	SNneg	SNpleas	SNatten	SNsensi	SNapt
Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don\u2019t miss tomorrow night... http://t.co/i9asnsET	0	positive	2	1	1	1	2	4	-1.664	3.5309999999999993	-2	0.53125	1	-0.08899885416030884	neutral	0	0	1	-2	-1.799	positive	0	0	8.939	1	0	3	0.515	-0.961	-0.907	-0.504	0.478	-0.268
#Nationals 9th Inning had that \4th Quarter #Redskins\ feel\u002c didn\u2019t it?  Coulda swore I saw Cundiff shank one from the mound.	0	neutral	0	0	1	0	0	0	-5.8629999999999995	2.916	0	0.0046234130859375	0	-0.158203125	neutral	0	0	0	-1	-4.769	neutral	0	0	1.927	0	1	1	0.222	-0.066	-0.059	0.329	0.073	0.517
Why would you still wear shorts when it\u2019s this cold?!  I love how Britain see\u2019s a bit of sun and they\u2019re like \u2019OOOH LET\u2019S STRIP!\u2019	1	positive	2	1	1	2	1	5	-5.5169999999999995	2.9900000000000007	0	0.536376953125	2	-0.8161115646362305	neutral	1	3	2	-1	-4.192	positive	0	0	4.289000000000001	2	0	3	1.414	-0.031	1.396	1.782	-0.858	1.932
.@PPPpolls You mentioned on Monday that you would be releasing Colorado and Nevada numbers on Wednesday; were those polls abandoned?	0	negative	0	0	1	0	0	0	-4.234	3.6020000000000008	-2	0.1251220703125	0	-0.125	neutral	1	1	1	-2	-2.112	neutral	0	1	4.731000000000001	0	1	2	0.144	-0.556	-0.888	0.213	-0.057	-0.505
Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to... http://t.co/EFc5Cfng	0	neutral	0	0	0	1	2	5	-3.5940000000000003	4.287	0	0.5143070220947266	0	0.0	neutral	0	0	1	-1	-0.997	positive	0	0	1.7630000000000001	0	0	1	1.042	0	0.856	1.147	0.0	1.122
JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period	0	negative	0	0	0	1	0	0	-1.3459999999999999	3.4870000000000005	0	0.08258182555437088	0	-0.14959705450178262	neutral	0	0	1	-2	-3.192	neutral	0	0	2.5580000000000003	0	0	2	0.204	-0.048	0.0	0.232	-0.172	0.409
Kick-off your weekend with service! EV!\u2019s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :)	2	positive	1	0	0	0	1	2	-2.76	6.244000000000001	0	0.14844191166048404	1	-0.064453125	positive	0	0	1	-1	-2.017	positive	0	0	4.504	1	0	3	1.379	-0.024	0.772	1.693	-0.41	1.111
@nater0driguez Lmfao alright u got me there. Good job Parker and the spurs\u002c see y\u2019all jan 9th. If I get an extra ticket to that game ur goin	1	positive	1	0	1	1	1	7	-5.440999999999999	3.9879999999999995	0	1.0302799371856963	1	-0.16369247436523438	positive	0	0	3	-1	-2.234	positive	0	0	2.029	1	0	2	1.245	0	0.738	0.592	-0.268	1.73
Desperation Day (February 13th)  the most well known day in all mens life.	0	negative	1	1	1	1	0	0	-1.143	1.2699999999999998	0	1.2202684898376464	0	-0.25	neutral	0	0	0	-3	-0.926	negative	0	0	3.7960000000000003	0	0	2	1.181	-0.026	0.953	1.442	-0.217	1.289
@SunnyClifford We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.	0	neutral	0	0	0	0	0	0	-3.5269999999999997	2.778	0	0.19386672973632812	0	-0.3743681935584391	positive	0	1	0	-1	-0.579	neutral	0	1	3.721	0	0	1	0.717	0	0.26	1.068	-0.551	1.374
paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is... http://t.co/jxxTNlu6	0	positive	1	0	0	0	0	0	-0.242	2.5680000000000005	0	0.172607421875	0	-0.4375	neutral	2	2	0	-1	-0.518	neutral	0	2	4.01	0	0	3	0.298	0	0.059	0.487	-0.173	0.519
#web Apple software\u002c retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ...	0	neutral	0	0	0	0	0	0	-3.887	3.487	0	0.095703125	0	-0.18597793579101562	neutral	0	0	0	-1	-2.4429999999999996	neutral	0	0	5.260000000000001	0	0	1	0.246	-0.624	-0.912	0.302	-0.132	-0.39
You two may fight like cats and dogs\u002c but you\u2019re completely head over heels for each other. You two are like Allie and Noah in The Notebook.	0	negative	2	0	1	2	0	4	-3.5709999999999997	3.7500000000000004	-1	0.7548827864811756	0	-0.375	neutral	0	1	1	-2	-2.873	positive	0	1	4.5649999999999995	0	1	2	1.204	-0.121	0.452	1.883	-0.51	1.838
\@PaperChasinAL: Damn next Saturday tho\ Niggas was trynna get shit over with #early	0	negative	0	2	1	0	0	0	-5.362	0.442	-13	0.11334610077028628	0	-0.4482421875	neutral	0	2	0	-2	-3.443	negative	2	2	1.696	0	0	1	1.554	-0.362	0.969	1.151	-0.29	0.955
and the 4th one is for Harry Styles!! <33333	0	positive	0	0	0	0	0	0	-0.1	2.181	0	0.00439453125	0	-0.0625	neutral	1	1	0	-1	-0.14500000000000002	neutral	0	1	4.574	0	0	2	0.24	0	0.0	0.291	0.017	0.616
this guy so much like bruno mars\u002c it\u2019s crazy. he may be his long lost twin.	0	positive	1	2	3	1	1	2	-1.705	1.7069999999999999	-5	0.5162353515625	0	-0.3912353515625	neutral	2	2	1	-1	-2.645	neutral	0	1	3.446	0	1	2	0.583	0	0.584	1.006	-0.639	0.873
Blog Post: MTV\u2019s \Teen Mom 2\ Returns for an Intense Third Season with Chelsea\u002c Jenelle\u002c Kailyn and Leah on Monday\u002c... http://t.co/mgMHsfvu	1	neutral	0	1	0	0	0	1	-0.74	2.4979999999999998	0	0.09375	1	-0.234619140625	neutral	0	1	1	-1	-0.511	neutral	1	1	3.306	1	1	1	0.437	-0.141	-0.367	0.388	-0.406	0.867
The Business Leader\u2019s Award ceremony will be held during the @wef annual meeting in Davos on the  25 January 2013! http://t.co/YI4r8UFM	2	positive	2	0	0	1	1	3	-0.125	2.952	0	0.2969970703125	2	-0.0078125	neutral	0	0	2	-1	-0.9	neutral	0	0	4.641	1	0	2	1.254	0	0.926	1.502	-0.2	1.636
@elifyk1 Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can\u2019t wait for Nov 8 #NewGlee Yes!	0	positive	2	0	0	1	2	6	-0.7389999999999999	8.215	0	0.8916015625	1	-0.359375	positive	0	2	1	-1	-1.6829999999999998	positive	0	0	7.626000000000001	2	0	2	0.652	-0.036	0.834	0.592	-0.287	0.708
Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion	0	positive	1	0	0	0	1	3	-1.5659999999999998	1.915	0	0.5336647033691406	0	-0.03125	neutral	0	0	0	-1	-0.742	positive	0	0	1.0539999999999998	1	0	2	0.684	-0.046	0.795	0.193	-0.062	1.084
@Jordon_Atkins me you and joe gone chill Saturday of i come tho	0	neutral	0	1	1	0	0	0	-1.6869999999999998	1.929	0	6.771087646484375E-5	0	-0.466796875	negative	0	0	0	-1	-2.3	neutral	0	0	2.068	0	0	1	1.478	-0.057	1.043	2.178	-0.692	1.731
\Obma fails 2unite us\u002c he divides us by sex\u002c color\u002cparty\u002cage\u002c wealth Nevada\u2019s 1st Latino governor votes early for Romney\u002c predicts GOP win\	0	negative	0	1	0	1	0	7	-5.439	6.69	-2	0.23046875	1	-0.25	neutral	0	0	1	-2	-1.124	negative	0	0	3.159	2	0	1	0.816	0	0.991	1.164	0.0	0.294
Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...	0	neutral	2	0	0	0	0	0	-0.8959999999999999	3.110000000000001	0	0.90625	0	-0.4140625	neutral	0	0	1	-1	-2.5780000000000003	positive	0	0	7.218000000000001	0	0	1	0.579	0	-0.046	0.623	-0.393	1.556
Calling all voters\u002c I\u2019m calling on Nevada\u002cFlorida\u002cOhio\u002cTuesday night is the night u guys will i repeat will shine for the president lets go!	0	positive	3	0	0	1	0	0	-5.188	6.337	0	0.6047363858815515	0	-0.037109375	positive	0	0	2	-1	-1.154	neutral	0	0	4.563	1	0	2	0.647	0	-0.042	1.167	-0.39	1.21
We tallied up the votes and are announcing the winners for Calling All Communities! Tune in http://t.co/XmaXMLCQ on Nov 1st at 11am (CST)	0	positive	1	0	0	1	0	0	-2.855	4.3709999999999996	0	0.5537109375	0	0.0	neutral	0	0	0	-1	-0.8220000000000001	neutral	0	0	4.306000000000001	0	0	2	0.506	0	0.037	0.718	-0.137	0.901
It\u2019s Radio 1 Rocks next -  week starting off with a Live lounge on @fearnecotton\u2019s show with Bullet for my Valentine on Monday	0	neutral	1	0	0	0	0	0	-0.488	4.1080000000000005	0	0.26690149307250977	0	-0.57275390625	positive	0	1	1	-1	-1.038	neutral	0	0	6.332	1	0	1	0.62	-0.645	-0.731	0.745	-0.396	0.216
Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD	1	positive	0	0	0	0	2	0	-2.036	5.560999999999999	-1	0.4164955624146387	1	-0.3148841857910156	positive	0	0	1	-1	-1.5619999999999998	positive	0	0	4.286999999999999	1	1	2	0.207	-0.093	-0.109	0.231	-0.106	0.282
@HotspurRelated im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther	0	neutral	3	0	0	0	1	2	-5.346	2.4240000000000004	0	0.5059814453125	0	-0.23742306232452393	neutral	0	1	0	-1	-5.209999999999999	neutral	0	0	2.2620000000000005	0	1	1	1.396	-0.027	0.907	2.503	-1.031	1.728
Halloween may be the second worst holiday\u002c right after valentine\u2019s day	0	negative	1	1	1	1	1	0	-1.847	1.06	-3	0.40728759765625	1	-0.2835000120358018	negative	0	0	1	-3	-2.209	negative	0	0	1.842	0	0	1	1.079	-0.119	0.836	1.005	-0.112	0.99
PUMPED to open the season tomorrow night against Georgetown!  Women\u2019s Preview: http://t.co/1k3PAK3C | Men\u2019s Preview: http://t.co/n5oFat9V	0	positive	1	0	1	0	1	0	-0.888	4.183	0	0.0	0	-0.5185655545137706	neutral	0	0	0	-1	-1.1600000000000001	positive	0	0	3.22	0	0	2	0.134	-0.076	-0.131	0.302	-0.133	0.136
Just found a piece of candy that may have been injected with something. #Why	0	neutral	1	0	0	0	0	0	-2.801	1.155	0	0.1726093292236328	1	-0.18695354461669922	neutral	0	0	1	-1	-2.6310000000000002	negative	0	0	1.9620000000000002	1	0	1	0.472	0	0.24	0.589	-0.356	0.785
Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...	0	negative	1	0	0	2	2	2	-0.867	3.082	0	0.23535153648117557	1	-0.9871902465820312	neutral	0	0	1	-2	-3.0800000000000005	neutral	1	1	6.399999999999999	1	1	1	0.452	-0.624	-0.714	0.501	-0.325	0.023
Somehow I managed to \lose\ my princess leia bra on Saturday. I\u2019m going to Noel Gallagher as \Glock at Phish\ ie jorts&tank. @custymcnoob	0	negative	0	0	0	0	0	0	-2.365	6.722	0	0.03125	0	-0.40625	neutral	0	0	1	-2	-2.708	neutral	0	0	5.645	0	0	1	0.028	0	0.045	0.073	-0.09	0.056
@docbungle I may relent and get one myself\u002c but I hope it doesn\u2019t come to that. Hopefully all the decent apps will get ported to android	1	positive	5	0	0	2	1	4	-3.492	1.65	0	1.0373067874170374	1	-0.0625	positive	0	0	2	-1	-4.1690000000000005	neutral	0	0	0.919	1	0	3	1.441	0	0.27	2.203	-0.756	2.023
Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday\u002c Android 4.2 bring... http://t.co/yl8QQP0R	0	neutral	0	0	0	1	0	0	-1.1909999999999998	6.383	0	0.248046875	0	-0.00390625	neutral	0	0	0	-1	-1.379	neutral	0	0	2.812	0	0	1	0.41	0	0.027	0.641	-0.21	0.771
SAEED: #NowPlaying: BEP\u002c Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!! http://t.co/c9PmolGw	0	negative	1	1	1	1	0	3	-2.915	6.885	-3	0.08209610077028628	0	-0.5625	positive	1	1	0	-4	-3.286	positive	1	1	6.674	0	1	3	1.297	-0.835	0.287	1.216	0.612	0.81
@juliecrawley25. @GininjaDesign. @Donna_Butlin. Nope\u002c it\u2019s just Camden\u002c eating Greek food with a pumpkin... Just another Wednesday.	0	neutral	2	0	0	0	0	0	-0.122	1.737	0	0.34521484375	1	-0.21875	positive	0	0	1	-1	-0.264	neutral	0	0	4.393000000000001	1	0	1	0.456	0	0.084	0.798	-0.366	0.85
Are you ready to shop The New Collection from H&M tomorrow?? The Grey Concept from H&M http://t.co/jQE4RJYb #fashion #shopping #highstreet	1	neutral	1	0	0	1	3	0	-0.7	4.3420000000000005	-1	0.2008056640625	1	-0.04736328125	neutral	0	0	1	-1	-0.807	neutral	0	0	6.444000000000001	1	0	1	0.629	-0.024	-0.017	1.044	-0.406	1.267
FAQ: What is \u2019skeuomorphic design\u2019 and the executive shakeup at Apple: SAN FRANCISCO\u002c CA - MARCH 07:  Apple CEO ... http://t.co/YCvoPl98	0	negative	0	0	0	0	0	0	-0.33599999999999997	2.127	0	0.125	0	-1.52587890625E-5	neutral	0	0	1	-2	-1.287	neutral	0	0	4.620000000000001	0	0	1	0.178	0	0.046	0.237	-0.263	0.512
Fact of the day; Halloween night is Papa John\u2019s second busiest night of the year behind Super Bowl Sunday.	0	positive	1	0	0	1	0	3	-0.619	1.7489999999999997	0	0.39935302734375	0	-0.044921875	neutral	0	0	0	-1	-1.636	neutral	0	0	6.522	1	0	3	0.38	0	0.08	0.077	-0.201	0.685
@nicoleandrews_ No one can hold a candle to queen coco. If she\u2019s still doing shows in August for my wedding we HAVE to go!!!	0	positive	0	0	0	0	0	0	-2.5060000000000002	3.6529999999999996	-1	0.31128132253138574	0	-0.3759775161743164	neutral	0	0	1	-1	-2.8750000000000004	positive	0	0	6.438000000000001	0	0	2	1.695	0	1.365	2.41	-0.466	1.981
Omg. Ricky Martin may be gay but he is one fine ass gay man.	0	positive	0	0	1	1	0	2	-1.546	1.451	-4	0.5155029296875	0	0.0	neutral	0	1	0	-2	-2.0100000000000002	positive	0	0	1.3730000000000002	0	0	3	0.784	-0.026	0.717	1.285	-0.476	0.951
@lenakoncha the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.	0	positive	2	0	0	1	0	3	-3.993	3.6790000000000003	0	0.34765625	0	-0.1641216278076172	negative	0	0	1	-1	-4.394	positive	0	0	4.959	1	0	2	1.563	-0.556	0.837	1.867	-0.057	0.376
On the bright side tomorrow\u2019s CHOCOLATE DAY #getexcited	0	neutral	1	0	0	1	1	1	0.0	1.211	0	0.388427734375	1	-1.220703125E-4	positive	0	0	1	-1	-0.054	positive	0	0	3.799	1	0	1	0.788	0	0.962	1.091	0.062	0.212
Um I just learned that Sunday is NATIONAL CHOCOLATE DAY. I\u2019m totally taking advantage of that.	0	neutral	3	0	0	1	1	2	-2.425	2.6179999999999994	0	1.626708984375	1	-0.03125	positive	0	0	2	-1	-0.622	positive	0	0	3.798	1	0	1	2.071	0	1.896	2.226	-0.198	2.126
To all 90\u2019s ladies\u002c see you on 15th Dec - Axl Rose. @selzky @trisiska_putri @InaDio (teaser biar gak kecewa) http://t.co/hQZNzmZX	0	negative	0	0	0	0	0	0	-0.5329999999999999	9.617000000000003	0	0.41558897495269775	0	0.0	neutral	0	0	0	-3	-0.8049999999999999	neutral	0	0	4.6339999999999995	0	0	1	0.109	0	0.037	0.212	-0.08	0.159
Noel Gallagher: \Musicians are fucking idiots.\ - Yeah\u002c Brian May - he\u2019s an idiot... an idiot who just so happens to be a professor?	0	negative	1	4	3	0	0	0	-3.646	5.58	-10	0.2039794921875	0	-0.5625	neutral	0	2	1	-2	-3.0110000000000006	negative	2	0	2.763	1	0	1	0.344	-0.133	0.077	0.495	-0.448	0.397
Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. http://t.co/FmoCg7YK	1	neutral	1	1	1	0	1	0	-0.721	0.868	0	0.21875	1	-0.17995464867279773	neutral	0	0	1	-1	-3.1639999999999997	neutral	0	0	3.348	1	0	1	0.57	-0.036	0.029	0.971	-0.633	1.147
@HOPE_forHippies Hell yea lmfaoo \u002c & see you tomorrow Asia baby (;	0	positive	0	1	1	0	1	0	-3.152	2.1550000000000002	-4	0.12652647495269775	1	-0.5546875	neutral	1	1	1	-2	-0.5880000000000001	positive	1	1	1.6119999999999999	0	1	3	0	-0.118	-0.113	0.068	-0.134	-0.175
@Real_Liam_Payne I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!	0	neutral	0	0	0	0	0	0	-5.354000000000001	3.6510000000000007	0	0.8230591118781381	0	-0.28125	neutral	0	0	0	-1	-2.034	neutral	0	0	2.729	0	0	1	0.212	-0.07	0.034	0.23	-0.214	0.375
Its November already.. Christmas will be here soon\u002c then New Year\u002c then Valentine\u2019s day then GRADUATION?!?!	1	positive	1	0	0	0	1	0	-0.286	3.6679999999999993	0	0.354248046875	1	-0.125	neutral	0	0	1	-1	-0.9420000000000001	neutral	0	0	3.2440000000000007	1	1	2	0.669	0	1.067	0.589	-0.599	0.947
#NowPlaying Michael Jackson - She\u2019s Out of My Life (Live At Wembley July 16. http://t.co/vxRYuADn L.O.V.E it! #MjTunes	0	positive	2	0	0	1	0	3	-0.604	2.941	0	0.38484811782836914	1	-0.002384185791015625	negative	0	0	1	-1	-1.075	positive	0	0	3.931	0	0	3	1.18	0	1.022	1.215	0.0	1.304
Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot	0	negative	0	2	2	0	0	0	-8.59	2.6119999999999997	-11	0.2684288024902344	0	-0.5415630340576172	neutral	0	1	0	-2	-4.364	negative	1	1	2.034	1	0	1	1.501	-0.03	1.143	2.106	-0.468	1.735
@RediTlhabi @StevenB7777 OCTOBER  people have principles..& argue passionately for them\u002c about them & ACT on them.  Ghandi\u002c Sadat\u002c ADT\u002c me!	0	positive	1	0	1	1	0	0	-6.415000000000002	2.2289999999999996	0	0.2679443359375	0	-0.18695354461669922	neutral	0	1	0	-2	-0.8840000000000001	positive	0	1	1.4929999999999997	0	0	3	0.594	-0.839	-0.641	0.819	0.383	0.395
@amberrblack amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!	0	positive	3	0	0	1	0	4	-2.898	7.749	0	0.15234375	0	-0.0859375	positive	0	0	0	-1	-0.984	positive	0	0	6.618000000000002	0	0	3	0.915	0	0.876	1.384	-0.187	0.669
I need another Viv necklace... May buy myself one for Valentines day #nojoke	0	neutral	0	0	0	0	0	0	-2.123	0.883	0	0.33740234375	0	-0.240234375	neutral	0	0	0	-1	-1.9729999999999999	neutral	0	0	1.5499999999999998	0	0	1	0.475	0	-0.073	1.117	-0.515	1.102
I\u2019m in the bathroom bumping \Niggas In Paris\ Crunk ass hell like it\u2019s my 1st time hearing it this song will never get old lol	0	negative	2	2	1	1	1	5	-3.8360000000000003	5.203	-8	0.24591446014528628	0	-0.8125	neutral	1	3	0	-2	-2.5079999999999996	positive	1	1	5.142000000000001	0	2	2	0.576	-0.722	-0.367	0.775	-0.513	-0.291
Just got tickets to see Muse in Florida. That\u002c combined with the Grammys two weeks prior\u002c equals a really busy February for Ruby and myself.	0	neutral	1	0	1	0	0	0	-1.6369999999999998	1.903	0	0.7835088968276978	0	-0.0625	neutral	0	0	0	-1	-2.5060000000000002	neutral	0	0	5.716	0	0	1	0.999	-0.029	0.188	1.552	-0.403	1.837
Welcome Nick J! :\) \@nickjonas\  In Manila! So excited for the show on Friday.	1	positive	2	0	0	2	1	5	-0.017	9.386	0	0.2773475646972656	1	0.0	positive	0	0	1	-1	-0.336	positive	0	0	3.233	2	0	3	0.513	-0.129	-0.104	1.068	-0.202	0.382
Battle for the 17th banner: Royal Rumble basketball edition	0	neutral	0	0	1	0	2	0	-0.626	1.5	-1	0.1796875	1	-0.265625	neutral	0	1	1	-1	-0.515	neutral	0	1	2.69	0	0	1	0.371	-0.111	0.006	0.524	-0.328	0.577
no matter what anyone says...Ray Lewis may be the best defensive player to ever play the game. Hes got heart and hes got anger.	0	negative	2	2	3	1	0	4	-4.4479999999999995	1.6039999999999999	-4	0.3240970372578431	0	-0.227142333984375	neutral	0	2	0	-4	-2.5489999999999995	positive	0	1	2.654	0	0	2	0.858	0	0.406	1.192	-0.59	1.56
4th Album out #RED\u002c #20MillionSwifties\u002c 6 Grammy Awards\u002c 10 AMAs\u002c 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift	0	positive	0	0	0	2	0	6	-0.1	3.3	0	0.375	0	-0.002384185791015625	neutral	0	0	0	-1	-2.775	positive	0	0	6.882000000000001	0	0	2	0.104	0	0.0	0.112	0.0	0.2
Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month\u002c Ca... http://t.co/ctBrbIFt	0	positive	0	0	0	0	0	0	-3.34	4.153	0	0.2470703125	0	-0.53125	neutral	0	1	0	-1	-2.56	neutral	0	0	2.8449999999999998	0	0	3	0.336	0	0.118	0.453	-0.122	0.558
It\u2019s midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333	2	positive	1	0	0	1	3	3	-0.308	10.516999999999998	0	0.484375	3	0.0	positive	0	0	4	-1	-1.414	positive	0	0	12.915000000000001	1	0	2	1.087	-0.083	1.682	0.441	-0.167	1.16
Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company\u2019s error-ridden new mobile map...	0	neutral	0	0	0	0	1	0	-6.801	4.119	-2	0.156494140625	0	-0.18359375	positive	0	0	0	-1	-1.042	negative	0	0	4.502	0	0	1	0.55	-0.068	0.133	0.653	-0.239	0.901
Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday http://t.co/AErfHHuK #nba #playersnews	0	neutral	1	0	0	0	0	0	-2.347	1.7429999999999999	0	0.203857421875	0	0.0	neutral	0	1	0	-1	-0.109	neutral	0	1	2.2779999999999996	0	1	1	0.18	0	0.086	0.274	-0.054	0.357
When I teach a basketball in my own school\u002c we\u2019re gonna spend the 1st day watching Larry Bird videos\u002c & the rest will take care of itself.	1	positive	2	0	0	0	1	2	-3.044	3.0340000000000007	0	0.6167001724224406	2	-0.124969482421875	positive	0	0	3	-1	-2.285	neutral	0	0	4.414000000000001	1	0	2	0.531	-0.159	-0.168	0.919	-0.521	0.749
AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th... http://t.co/7yoVkmMX	0	neutral	1	1	1	1	1	1	-4.489	3.007	0	0.14682722091674805	0	-0.1832275390625	neutral	0	1	0	-1	-7.66	neutral	0	0	6.235	1	0	1	1.293	0	0.781	1.532	-0.153	1.741
We are here @NBCofChicago for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr	1	neutral	1	0	0	1	2	0	-1.665	5.1240000000000006	0	0.25244143609688807	1	-0.1962900161743164	neutral	0	0	2	-1	-1.559	positive	0	0	3.723	1	0	1	1.109	0	0.931	1.217	-0.728	1.517
@KarimAndSugar I told you Shane would get his 5th-star on Rivals before Signing Day. @Taylor_McNeill7	0	neutral	0	0	0	0	0	0	-1.672	2.325	0	0.10846328827028628	0	-0.03125	neutral	0	0	0	-1	-1.102	neutral	0	0	1.343	0	0	1	0.356	0	0.075	-0.228	-0.281	0.714
@mysticvalley Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals	1	neutral	2	0	0	1	1	2	-5.147	4.9590000000000005	-1	0.2079463005065918	1	-1.0228910446166992	neutral	0	1	1	-1	-3.9600000000000004	neutral	0	0	3.2879999999999994	1	1	1	2.21	0	1.685	2.655	-0.425	2.72
