content	timeStamp	tweetId	userId	topic	swn3_negative_words	sentiStrength_pos	afinn_positive_words	afinn_positiveness	swn3_neutral_words	afinn_negative_words	afinn_negativeness	label	lex_positive_words	swn3_negativeness	swn3_positive_words	swn3_positiveness	lex_negative_words	supervised_polarity	sentiStrength_neg	emo_joy	emo_anticipation	emo_fear	emo_trust	emo_sadness	emo_anger	emo_surprise	emo_disgust	sentiStrength_neu
Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.	2011-10-18 17:33:54	126350302113825000	noUser	apple	4	2	1	1	4	0	0	positive	3	-0.2499656677	6	0.5103406906	1	positive	-1	0	0	0	0	0	0	0	0	positive
Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards	2011-10-18 17:31:29	126349695676203000	noUser	apple	2	2	1	2	3	1	-2	positive	2	-0.065905571	1	0.1726074219	1	neutral	-1	0	0	0	0	0	1	0	0	positive
#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps	2011-10-18 17:28:09	126348857071239000	noUser	apple	3	2	1	4	2	0	0	neutral	0	-0.2124023438	3	0.1826362358	0	positive	-1	1	0	0	0	0	0	0	0	positive
Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.	2011-10-18 17:25:25	126348169826148000	noUser	apple	6	2	2	3	8	2	-6	negative	1	-0.5916748047	4	0.6958007813	1	neutral	-2	0	1	1	1	1	2	0	1	negative
dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely, haendel balzora jr. #apple	2011-10-18 17:24:19	126347890196103000	noUser	apple	2	2	3	5	1	0	0	neutral	3	-0.1875	3	0.5859375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox	2011-10-18 17:19:19	126346633721033000	noUser	apple	3	1	0	0	8	0	0	neutral	1	-0.234375	1	0.0625	0	positive	-1	0	0	0	0	0	0	0	0	neutral
Couldnt help it &amp; explored the #iphone4s @apple store &amp; talked to #Siri... Should've tried to speak to her in French?! #nexttime	2011-10-18 17:19:07	126346584068862000	noUser	apple	1	2	1	2	5	0	0	neutral	1	-0.0138549805	1	0.5	0	negative	-1	0	1	0	0	0	0	0	0	positive
@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv	2011-10-18 17:10:33	126344426854416000	noUser	apple	5	2	0	0	1	2	-6	negative	1	-1.1768035889	3	0.3288574219	2	neutral	-4	0	1	2	0	2	2	0	2	negative
Just got my first @Apple iPhone, sorry @Blackberry another one bites the dust.	2011-10-18 17:09:03	126344048637260000	noUser	apple	3	1	0	0	0	1	-1	positive	1	-0.24609375	3	0.1814155579	1	neutral	-2	0	0	0	0	0	0	0	0	negative
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT &amp; @Apple. Hero of my day!	2011-10-18 17:08:35	126343931117048000	noUser	apple	1	3	4	10	5	0	0	negative	3	-0.076171875	6	0.66015625	0	neutral	-1	2	1	0	1	0	0	1	0	positive
@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the &quot;newest&quot; model are suckers...	2011-10-18 17:07:35	126343679785959000	noUser	apple	1	1	0	0	4	0	0	negative	1	-0.0080566704	4	0.3614730881	0	positive	-2	0	0	0	0	0	0	0	0	negative
Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.	2011-10-18 17:05:44	126343214805426000	noUser	apple	4	1	0	0	7	1	-3	negative	0	-0.5288848877	4	0.158996582	2	neutral	-1	0	0	1	0	2	0	0	0	neutral
is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod, it's what I relate to @apple #ios5 #nostalgia	2011-10-18 17:05:22	126343124174901000	noUser	apple	6	2	0	0	8	1	-2	neutral	1	-0.9921531677	4	0.3332710266	1	neutral	-2	0	0	0	0	0	0	0	0	negative
Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.	2011-10-18 17:01:58	126342268603998000	noUser	apple	2	2	1	2	5	0	0	positive	0	-0.0104637153	1	0.078125	1	neutral	-1	1	0	0	1	0	0	1	0	positive
RT @danysaadia: @ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?	2011-10-18 16:50:17	126339328434651000	noUser	apple	9	1	0	0	3	0	0	neutral	0	-1.0001859665	2	0.39453125	0	positive	-1	0	0	0	0	0	0	0	0	neutral
@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?	2011-10-18 16:40:31	126336867477094000	noUser	apple	9	1	0	0	3	0	0	neutral	0	-1.0001859665	2	0.39453125	0	positive	-1	0	0	0	0	0	0	0	0	neutral
RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy	2011-10-18 16:39:48	126336687382082000	noUser	apple	0	1	1	3	4	0	0	neutral	1	0	2	0.38671875	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
@APPLE Wow @MOTOROLA Just crushed your dreams....	2011-10-18 16:31:29	126334597431697000	noUser	apple	1	3	2	5	0	1	-2	negative	3	-0.1875	2	0.2976074219	0	neutral	-1	0	0	1	0	1	1	0	1	positive
Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.	2011-10-18 16:29:52	126334188583531000	noUser	apple	3	1	0	0	5	0	0	negative	1	-0.203704834	4	0.7568362951	1	neutral	-1	0	3	0	0	0	0	0	0	neutral
RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR	2011-10-18 16:19:06	126331480233353000	noUser	apple	0	1	0	0	6	1	-4	negative	1	0	3	0.3288574219	0	positive	-2	0	1	0	0	0	0	0	0	negative
Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox	2011-10-18 16:18:36	126331354718802000	noUser	apple	3	1	0	0	8	0	0	neutral	1	-0.234375	1	0.0625	0	positive	-1	0	0	0	0	0	0	0	0	neutral
Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR	2011-10-18 16:18:30	126331327271285000	noUser	apple	0	1	0	0	6	1	-4	negative	1	0	3	0.3288574219	0	positive	-2	0	1	0	0	0	0	0	0	negative
RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn	2011-10-18 16:17:06	126330974270272000	noUser	apple	1	2	1	3	4	0	0	neutral	2	-0.09375	3	0.76171875	1	positive	-1	0	1	0	0	0	0	0	0	positive
#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits	2011-10-18 16:13:50	126330155441467000	noUser	apple	0	1	0	0	2	1	-2	neutral	0	0	1	0.125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@apple you need to get serie in canada you will get so much more money	2011-10-18 16:10:47	126329388320043000	noUser	apple	1	1	0	0	5	0	0	neutral	1	-0.083984375	4	0.3048172015	0	neutral	-1	1	1	0	1	0	1	1	0	neutral
Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant	2011-10-18 16:09:41	126329109759525000	noUser	apple	1	2	2	6	3	0	0	neutral	3	-0.0023841858	6	0.9070260533	0	neutral	-1	1	1	0	1	0	0	0	0	positive
@Apple you need to make it easier for people to know what songs that have downloaded from iTunes:  http://t.co/8iAaraLR	2011-10-18 16:08:23	126328782700286000	noUser	apple	2	1	0	0	2	0	0	negative	1	-0.2084379196	2	0.3230591119	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn	2011-10-18 16:06:58	126328424624161000	noUser	apple	1	2	1	3	4	0	0	neutral	2	-0.09375	3	0.76171875	1	neutral	-1	0	1	0	0	0	0	0	0	positive
Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art	2011-10-18 16:00:51	126326886354784000	noUser	apple	0	1	0	0	2	0	0	neutral	0	0	1	0.125	0	neutral	-1	1	1	0	0	1	0	1	0	neutral
@DailyDealChat @apple Thanks!!	2011-10-18 15:56:32	126325800080392000	noUser	apple	0	3	1	2	1	0	0	positive	0	0	0	0	0	positive	-1	0	0	0	0	0	0	0	0	positive
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!	2011-10-18 15:53:51	126325125749543000	noUser	apple	2	1	1	1	2	2	-8	negative	2	-0.6308364868	4	0.2660560617	0	negative	-4	0	0	0	0	0	0	0	0	negative
@apple #siri http://t.co/k7b686hX	2011-10-18 15:53:38	126325069281624000	noUser	apple	0	1	0	0	0	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5	2011-10-18 15:51:51	126324621279642000	noUser	apple	0	1	1	3	4	0	0	neutral	1	0	2	0.38671875	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?	2011-10-18 15:51:39	126324573384872000	noUser	apple	0	1	0	0	5	0	0	negative	0	0	3	0.1876220703	0	negative	-1	0	0	0	0	0	0	0	0	neutral
@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&amp;T	2011-10-18 15:50:56	126324389741474000	noUser	apple	3	2	1	2	0	1	-1	negative	2	-0.203125	4	0.4797363281	2	negative	-2	0	0	0	0	0	0	0	0	negative
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn	2011-10-18 15:50:24	126324256236765000	noUser	apple	0	1	1	3	4	0	0	neutral	1	0	2	0.38671875	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes	2011-10-18 15:50:05	126324177501303000	noUser	apple	2	1	0	0	0	0	0	positive	0	-0.0638580322	2	0.1953125	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii	2011-10-18 15:49:41	126324077513294000	noUser	apple	3	2	1	2	2	0	0	negative	1	-0.1908597946	1	0.375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
@apple..good ipad	2011-10-18 15:48:32	126323785145127000	noUser	apple	0	1	0	0	0	0	0	positive	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G	2011-10-18 15:47:41	126323574989521000	noUser	apple	0	1	1	3	4	0	0	neutral	1	0	2	0.38671875	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn	2011-10-18 15:47:32	126323533696614000	noUser	apple	0	1	1	3	4	0	0	neutral	1	0	2	0.38671875	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
@apple @siri is efffing amazing!!	2011-10-18 15:41:41	126322063332999000	noUser	apple	0	4	1	4	0	0	0	positive	1	0	1	0.5	0	positive	-1	0	0	0	0	0	0	0	0	positive
RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!	2011-10-18 15:38:14	126321197062427000	noUser	apple	1	2	2	3	0	0	0	neutral	3	-0.03125	5	0.7441864014	0	positive	-1	0	0	0	0	0	0	0	0	positive
@apple why is my iPhone battery so crappy #fail	2011-10-18 15:38:08	126321169468101000	noUser	apple	3	1	0	0	2	1	-2	negative	0	-1.0860595703	0	0	1	negative	-3	0	0	0	0	0	1	0	0	negative
@bidmyway I like your app for the @apple iPhone very simple and easy to use!	2011-10-18 15:34:28	126320247379730000	noUser	apple	1	2	2	3	0	0	0	neutral	3	-0.03125	5	0.7441864014	0	positive	-1	0	0	0	0	0	0	0	0	positive
Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.	2011-10-18 15:33:47	126320076063379000	noUser	apple	5	2	1	2	7	1	-2	neutral	1	-0.798828125	4	0.3025970459	1	positive	-1	0	0	1	0	1	1	0	0	positive
My @Apple @macbook keyboard will not type :(	2011-10-18 15:33:37	126320033369563000	noUser	apple	1	1	0	0	2	0	0	negative	1	-0.625	1	0.00390625	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM	2011-10-18 15:30:15	126319186141131000	noUser	apple	0	3	1	4	1	0	0	positive	1	0	3	0.6383056641	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Noticed how @apple has added the like &amp; tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet	2011-10-18 15:27:44	126318553031918000	noUser	apple	0	2	2	4	3	0	0	neutral	2	0	4	0.5166015625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
RT @TripLingo: We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z	2011-10-18 15:25:35	126318009647235000	noUser	apple	1	3	1	2	2	0	0	positive	1	-0.0625	5	0.3429832458	0	positive	-1	1	1	0	1	0	0	1	0	positive
@apple shorty a p.c me im a #mac	2011-10-18 15:22:22	126317201962701000	noUser	apple	2	1	0	0	3	0	0	neutral	0	-0.125	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@rtimbuc thx for publicly coming out out of the @Apple closet ... :)	2011-10-18 15:19:57	126316594971423000	noUser	apple	2	1	0	0	2	0	0	neutral	0	-0.0047683716	1	0.0703125	0	positive	-1	0	1	0	0	0	0	0	0	neutral
Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps	2011-10-18 15:18:18	126316179429134000	noUser	apple	3	2	1	4	2	0	0	neutral	0	-0.2124023438	3	0.1826362358	0	positive	-1	1	0	0	0	0	0	0	0	positive
We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z	2011-10-18 15:14:30	126315223060709000	noUser	apple	1	3	1	2	2	0	0	positive	1	-0.0625	5	0.3429832458	0	positive	-1	1	1	0	1	0	0	1	0	positive
@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.	2011-10-18 15:13:58	126315088641659000	noUser	apple	0	2	0	0	4	1	-1	neutral	0	0	3	0.2453036308	1	positive	-1	0	0	0	0	0	0	0	0	positive
@RIM to release new generate of phones in the new year to contend with @Apple... Hmmm.	2011-10-18 15:12:26	126314701721309000	noUser	apple	0	2	0	0	4	1	-1	neutral	0	0	3	0.2453036308	1	positive	-1	0	0	0	0	0	0	0	0	positive
We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16	2011-10-18 15:12:22	126314687116751000	noUser	apple	4	3	1	4	4	0	0	positive	1	-0.505859375	1	0.75	1	positive	-1	1	1	1	0	0	0	1	0	positive
&lt;3 #ios5 @apple	2011-10-18 15:05:11	126312877916307000	noUser	apple	0	1	0	0	0	0	0	positive	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@lynnwi I wish. @apple isn't known for giving users options besides blue or grayâ€¦..	2011-10-18 15:03:49	126312535203922000	noUser	apple	3	1	1	1	2	0	0	negative	1	-0.0901985168	2	0.5625	0	neutral	-1	0	0	0	0	1	0	0	0	neutral
Will Siri come in spanish with a female latino voice? Or it will be a voice from spain? @apple	2011-10-18 15:03:23	126312423132103000	noUser	apple	2	1	0	0	7	0	0	neutral	2	-0.125	6	0.0082464218	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
---Â» RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?	2011-10-18 15:01:37	126311981564178000	noUser	apple	3	1	0	0	3	1	-1	positive	0	-0.2421875	2	0.2072181711	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@Apple has THE WORST customer tech support. EVER.	2011-10-18 15:01:13	126311879218967000	noUser	apple	1	2	1	2	3	1	-3	negative	1	-0.26171875	1	0.1635742188	1	negative	-3	0	0	0	0	0	0	0	0	negative
RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple	2011-10-18 15:00:26	126311681126187000	noUser	apple	3	3	1	3	4	0	0	neutral	1	-0.1787109375	3	0.4736328125	0	neutral	-1	0	0	0	1	0	0	0	0	positive
Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC	2011-10-18 14:58:37	126311223343059000	noUser	apple	0	1	0	0	1	0	0	neutral	0	0	2	0.017578125	0	neutral	-1	0	1	0	0	0	0	0	0	neutral
Why doesn't @apple iCloud sync Stickies? They've always been around, just nothing every progressed w/ them!! Why apple why?  @gruber	2011-10-18 14:56:19	126310645443461000	noUser	apple	1	2	0	0	6	0	0	negative	1	-0.0625	3	0.2512207031	0	negative	-1	0	0	0	0	0	0	0	0	positive
@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu	2011-10-18 14:53:31	126309939961537000	noUser	apple	1	2	1	2	2	0	0	neutral	1	-0.25	1	0.15625	0	neutral	-1	0	0	0	0	0	0	0	0	positive
@apple, your new &quot;Save a Version&quot; function in Pages is absolutely the most awful, interrupting, counter-intuitive piece of crap in the world	2011-10-18 14:52:13	126309616391950000	noUser	apple	3	1	0	0	4	3	-8	negative	0	-0.2202148438	4	0.6304950714	1	neutral	-4	0	0	1	0	1	1	0	2	negative
These cos are worth billions: @Apple, @Facebook @Google &amp; @Amazon and they are battling for consumers  http://t.co/4WxPCH9h via @fastcompany	2011-10-18 14:48:01	126308556294205000	noUser	apple	0	3	1	2	3	0	0	neutral	1	0	1	0.109375	0	neutral	-1	0	0	0	0	0	0	0	0	positive
Dear @Apple, I should not have to hack my 10.7 Lion Mac to make it useable:   http://t.co/6cQsL4qw	2011-10-18 14:45:49	126308005779210000	noUser	apple	4	2	1	2	3	0	0	negative	1	-0.7811918259	3	0.6718750298	0	negative	-2	0	0	1	0	0	0	0	0	negative
RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!	2011-10-18 14:45:01	126307801046848000	noUser	apple	5	3	2	5	3	0	0	positive	2	-0.28125	7	0.7044678312	0	positive	-2	1	1	0	1	0	0	0	0	positive
@Adobe and @apple.   With the new CEO, will the iPhone and iPad finally get flash support?  http://t.co/lS7gfxi3	2011-10-18 14:42:18	126307117274644000	noUser	apple	0	2	1	2	2	0	0	neutral	2	0	5	0.44428444	1	positive	-1	1	1	0	1	0	0	1	1	positive
I hate my @apple computer.  Thats 3500 dollars down the drain.	2011-10-18 14:42:07	126307071984546000	noUser	apple	3	1	0	0	1	1	-3	negative	0	-0.59375	1	0.0436720997	3	negative	-4	0	0	1	0	1	1	0	1	negative
Anyone else angry because @apple pulled everyone's access to the Siri App just so they could make it exclusive to the new iPhone 4S? RT THIS	2011-10-18 14:33:39	126304942049853000	noUser	apple	2	1	1	2	3	1	-3	negative	2	-0.734375	3	0.4906006158	1	negative	-4	0	0	0	0	0	1	0	1	negative
Just when #TomCruise thought he had a unique name for his daughter, @Apple pulls the rug out from under him with the new #Siri App.	2011-10-18 14:25:37	126302918797312000	noUser	apple	4	1	0	0	3	0	0	neutral	2	-0.2062416077	4	0.3901290894	0	neutral	-1	1	1	0	0	0	0	1	0	neutral
I wonder If the person who has @apple is holding out for apple to buy it from them	2011-10-18 14:24:49	126302719882445000	noUser	apple	2	1	0	0	5	0	0	neutral	1	-0.0336341858	2	0.44921875	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!	2011-10-18 14:24:38	126302673820594000	noUser	apple	5	3	2	5	3	0	0	positive	2	-0.28125	7	0.7044678312	0	neutral	-2	1	1	0	1	0	0	0	0	positive
@apple my iPhone is charging very slowly!!!!!	2011-10-18 14:23:30	126302386644976000	noUser	apple	0	2	0	0	1	0	0	negative	0	0	1	0.234375	1	neutral	-1	0	0	0	0	0	0	0	0	positive
iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet	2011-10-18 14:21:55	126301989486342000	noUser	apple	1	2	1	3	3	0	0	neutral	1	-0.25	3	0.2616610527	0	positive	-1	0	0	0	0	0	0	0	0	positive
@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN	2011-10-18 14:21:47	126301956951118000	noUser	apple	2	1	0	0	1	0	0	positive	1	-0.125	2	0.251953125	0	positive	-1	0	0	0	1	0	0	0	0	neutral
The 'Great Tech War': @Apple, @Facebook, @Google, @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany	2011-10-18 14:19:11	126301301511426000	noUser	apple	2	3	0	0	1	2	-3	neutral	0	-0.140625	1	0.00390625	2	neutral	-3	0	0	1	0	0	1	0	0	negative
@BeeeThree I am aye, I wasn't @apple	2011-10-18 14:16:23	126300596633481000	noUser	apple	3	1	0	0	0	0	0	neutral	0	-0.09375	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
How the community saw #SteveJobs - 12 Most #Community &quot;iCelebrates&quot; Steve Jobs - http://t.co/jJRwIvmc @Apple	2011-10-18 14:15:13	126300304600867000	noUser	apple	0	1	0	0	5	0	0	neutral	0	0	0	0	0	neutral	-1	0	0	0	0	0	0	0	0	neutral
@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem, or give me the ipad2	2011-10-18 14:11:33	126299379832336000	noUser	apple	2	1	2	3	5	1	-2	negative	1	-0.0831908045	5	1.1580505371	2	neutral	-2	0	0	1	0	1	0	0	0	negative
Steve Jobs' unconventional #leadership secret - ACC SmartBrief: http://t.co/CY6VxRnF &gt; @Apple #sm #HR #NEHRA	2011-10-18 14:08:25	126298592364331000	noUser	apple	2	2	0	0	4	0	0	neutral	1	-0.7555847168	0	0	0	neutral	-1	0	0	0	1	0	0	0	0	positive
@apple Wish I could pick month, day, and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!	2011-10-18 14:03:23	126297326565331000	noUser	apple	6	2	1	1	6	0	0	negative	1	-0.7775726318	4	0.2463378906	0	negative	-1	0	0	0	1	0	0	0	0	positive
